id,predict_0,predict_1,predict_2
11066,0.993655471176,0.00617628373829,0.000168245085378
18000,0.253915629795,0.0664353160538,0.679649054151
16964,0.989837727959,0.00982449337212,0.000337778668863
4795,0.712484871292,0.272829881545,0.014685247163
3392,0.471097408028,0.470574160192,0.0583284317795
3795,0.473455359672,0.514769501466,0.0117751388627
2881,0.840677724148,0.158607725802,0.000714550049983
1903,0.178078812257,0.171076150865,0.650845036878
5245,0.943541000609,0.0510597822228,0.00539921716789
6726,0.924926291439,0.0691014055292,0.00597230303154
1311,0.971889722286,0.0270518175244,0.00105846018947
15795,0.375209847636,0.624473198413,0.000316953951539
4315,0.722476107375,0.263340010139,0.0141838824866
3393,0.28402078782,0.118650897597,0.597328314583
6764,0.808364059334,0.156951072801,0.0346848678647
13039,0.630130339293,0.369623325418,0.000246335288832
12331,0.664460987133,0.159323706677,0.17621530619
14276,0.374588033644,0.541876422043,0.0835355443133
14638,0.879351451173,0.120260546759,0.000388002067871
6573,0.997800572942,0.00219942705784,0.0
2222,0.315033192325,0.0346131983485,0.650353609326
8824,0.977235482148,0.0227645178521,0.0
6360,0.678690452751,0.303277157422,0.0180323898268
7553,0.280728881194,0.10188848404,0.617382634766
13760,0.515660831463,0.421223749158,0.0631154193793
4284,0.615871047527,0.333822162196,0.0503067902773
1356,0.885109576527,0.0672262040324,0.0476642194404
3410,0.849199163615,0.148492213515,0.0023086228699
4830,0.437907471898,0.503558343139,0.0585341849637
8998,0.395875809077,0.561676757203,0.0424474337199
18052,0.96375879016,0.0360595821415,0.000181627698925
7539,0.907939339555,0.092054085823,6.57462195924e-06
9529,0.789205950554,0.204417218072,0.00637683137367
3656,0.887186021189,0.102388429995,0.0104255488156
14238,0.649308651249,0.28299912461,0.0676922241411
2682,0.658949577892,0.340900802615,0.000149619492908
7312,0.566000487752,0.394982927909,0.0390165843388
12971,0.802087307861,0.183562808338,0.0143498838004
10735,0.414353179409,0.585353761502,0.000293059088934
4050,0.909707586428,0.0745556164277,0.015736797144
5943,0.847894954512,0.151731398581,0.000373646906737
6482,0.384719246275,0.609467516253,0.00581323747225
9746,0.483491191243,0.0469579577512,0.469550851006
13320,0.24546065289,0.0969293470433,0.657610000067
803,0.588266688503,0.364014029168,0.0477192823291
15437,0.924941372689,0.0632684754339,0.0117901518774
12302,0.946176165352,0.053823834648,0.0
12271,0.947077884972,0.0529155404064,6.57462195924e-06
5341,0.865186049548,0.113179039526,0.0216349109261
4427,1.0,0.0,0.0
529,0.772765668884,0.190244687303,0.0369896438133
2022,0.960762347088,0.0341072508726,0.00513040203922
14625,0.997244178737,0.00275582126295,0.0
2922,0.27756896386,0.643026236106,0.0794048000334
16330,0.337187843031,0.179728441611,0.483083715358
12890,0.978050618689,0.0219493813114,0.0
2140,0.53510282713,0.464360542507,0.000536630362831
13484,0.823234297281,0.174100622395,0.00266508032446
12392,0.975692301358,0.0240204947146,0.000287203927666
2322,0.326283476957,0.0471796888535,0.626536834189
567,0.12795566128,0.140074340911,0.731969997809
4436,0.780757442539,0.219242557461,0.0
12156,0.999300943205,0.000699056794795,0.0
7508,0.741548147626,0.221582904138,0.0368689482362
6184,0.829044222587,0.142580190038,0.0283755873745
12213,0.945430209218,0.0404881200618,0.01408167072
6458,0.20259313036,0.361035319136,0.436371550504
13967,0.953462440471,0.046063710777,0.00047384875187
894,0.823851878454,0.157796755906,0.0183513656408
7461,0.196663666173,0.585202965436,0.21813336839
8949,0.892085441587,0.107581299959,0.000333258454053
3477,0.386563067553,0.563533355534,0.0499035769128
2779,0.962390442236,0.0369183327552,0.000691225009263
13551,0.486710659224,0.501123123834,0.0121662169419
8297,0.94476947801,0.0496482260551,0.00558229593524
5050,0.280829033688,0.700884150421,0.018286815891
10716,0.501343627008,0.497225963599,0.0014304093923
16075,0.680890879104,0.30738654423,0.011722576666
1366,0.538024656769,0.422541692351,0.0394336508795
774,0.982793040142,0.0172003852363,6.57462195924e-06
7406,0.688711438767,0.304667240645,0.00662132058767
2526,0.372949650602,0.563837225444,0.0632131239541
9649,0.947676521461,0.0466899882934,0.0056334902455
16115,0.229490602591,0.569490933131,0.201018464278
14749,0.468167366746,0.123450428032,0.408382205222
14952,0.667305976552,0.207135133556,0.125558889892
4786,0.329226838584,0.0464259913599,0.624347170056
16513,0.894090308525,0.105810374281,9.93171942893e-05
2002,0.998130610538,0.00170880483226,0.000160584629892
4701,0.752492614626,0.228163491663,0.0193438937106
7742,0.677327509024,0.253556802851,0.0691156881251
5905,0.700203231783,0.295830458999,0.0039663092177
685,0.538629165157,0.234975172204,0.226395662639
11857,0.709869839064,0.289740179215,0.000389981721317
11628,0.294564533879,0.533948507122,0.171486958999
15024,0.88800420633,0.109330713346,0.00266508032446
4168,0.954797416854,0.0345486077362,0.0106539754102
11914,0.577747234996,0.404831599283,0.0174211657211
5293,0.988363593374,0.011636406626,0.0
3374,0.214011015966,0.785775526193,0.000213457841249
13055,0.999934640523,6.53594771242e-05,0.0
17759,0.307822968155,0.649056202223,0.0431208296221
590,0.524074434257,0.457908241165,0.0180173245782
1353,0.96652669374,0.0331525893254,0.000320716934463
11938,0.153411123756,0.22707910621,0.619509770034
1018,0.148452660118,0.421788356927,0.429758982956
14945,0.536203151765,0.463676925453,0.000119922782787
1001,0.793336103668,0.204285428522,0.00237846780979
3587,0.848316970245,0.111248522416,0.0404345073385
868,0.991014526232,0.00898547376824,0.0
9296,0.331489824919,0.0386338069285,0.629876368152
12455,0.856095141936,0.143130611294,0.000774246770545
17132,0.844030365823,0.133369269125,0.0226003650522
10240,0.963762759921,0.0312532024623,0.00498403761644
3696,0.283323918791,0.435069190463,0.281606890747
10355,0.502681975268,0.468129109837,0.0291889148955
2206,0.352084522058,0.644822224239,0.003093253703
14590,0.998130610538,0.00170880483226,0.000160584629892
13191,0.902215334384,0.0852427618362,0.0125419037801
5882,0.979025634691,0.0206871613813,0.000287203927666
12653,0.615735727768,0.383958374113,0.000305898119587
1491,0.468567186771,0.479938945018,0.0514938682104
1176,0.67427879225,0.293086422536,0.0326347852145
11246,0.367965479832,0.160447856257,0.471586663911
14557,0.432703115492,0.46701922088,0.100277663627
4772,0.0957704682558,0.515754278644,0.388475253101
17192,0.788595298548,0.211200162776,0.000204538676259
10637,0.645976360866,0.350872572471,0.00315106666286
3281,0.608808385041,0.385059815379,0.0061317995801
3191,0.541705911833,0.417338705433,0.040955382734
672,0.879368812284,0.120243185648,0.000388002067871
6301,0.889944110464,0.107390809211,0.00266508032446
10309,0.980298379564,0.019520095622,0.000181524814389
1734,0.769932428168,0.229373554357,0.000694017474377
2990,0.552220778873,0.437037126888,0.0107420942389
5746,0.472922644421,0.512552212095,0.0145251434839
15289,0.556201340029,0.441151031653,0.00264762831748
2971,0.994161838218,0.00583816178229,0.0
9771,0.762856748828,0.0948522352887,0.142291015883
11253,0.245612169017,0.730676782148,0.0237110488345
14576,0.346817996863,0.622368637142,0.0308133659945
4688,0.239044154706,0.151980916877,0.608974928417
14469,0.693960334345,0.301376117157,0.00466354849795
9298,0.909970400627,0.0746808299093,0.0153487694636
16099,0.335321423216,0.635251992479,0.0294265843047
17316,0.232889275943,0.474032857883,0.293077866175
15212,0.998225500681,0.00164248611813,0.00013201320132
10691,0.961660308661,0.0272647852723,0.0110749060662
3805,0.988999488072,0.0110005119285,0.0
6418,0.32656664464,0.642108729197,0.0313246261628
1158,0.841066324602,0.158292610653,0.000641064745392
7768,0.963776460855,0.0309647288012,0.00525881034415
4834,0.2239230154,0.0649983641971,0.711078620403
10914,0.474701482358,0.525005458553,0.000293059088934
14606,0.64846922316,0.329786783339,0.0217439935013
3220,0.736841788136,0.192203958323,0.0709542535406
10433,0.90684508607,0.0878284165358,0.00532649739419
11251,0.409596492752,0.194079916168,0.39632359108
8084,0.500871840505,0.498993873689,0.000134285806036
522,0.790476208488,0.197741123946,0.0117826675659
17299,0.892542950071,0.100599504104,0.00685754582474
15587,0.892218805823,0.0756935476275,0.0320876465492
1563,0.42192677726,0.299349976456,0.278723246284
8252,0.674495274471,0.308675983733,0.0168287417954
17802,0.415045985114,0.115198191502,0.469755823385
2738,0.761775291903,0.214764241292,0.0234604668059
9896,0.863016734142,0.134318185533,0.00266508032446
14609,0.984393939394,0.0156060606061,0.0
10463,0.993825276603,0.00588540221916,0.000289321178317
1280,0.535338678945,0.3023183861,0.162342934955
977,0.394959994657,0.535224993318,0.0698150120254
979,0.818648976351,0.164431514312,0.0169195093374
10908,0.99353131326,0.00646868673952,0.0
12569,0.321829133963,0.61990885158,0.0582620144573
6078,0.31952068056,0.116286589178,0.564192730262
18339,0.997596744312,0.0024032556878,0.0
13799,0.452168432426,0.422406965399,0.125424602175
7193,0.217744569351,0.0591840608182,0.723071369831
8243,0.668972895035,0.311309501936,0.0197176030296
13622,0.998333333333,0.00166666666667,0.0
5885,0.73221358299,0.266797300419,0.000989116591178
5768,0.914631115172,0.0707677748048,0.014601110023
632,0.513709120833,0.433185260529,0.0531056186385
3314,0.994235568067,0.00576443193271,0.0
3664,0.757369696711,0.210069609748,0.032560693541
18518,0.737213961295,0.26012095838,0.00266508032446
7687,0.993357428262,0.00664257173826,0.0
17889,0.462303535328,0.403272662888,0.134423801784
12943,0.597700343008,0.217545431936,0.184754225056
3581,0.891683629963,0.105527468204,0.00278890183263
13802,0.957016382764,0.0425884482139,0.000395169022058
17702,0.266557697896,0.71510148541,0.0183408166939
12342,0.99160130719,0.00839869281046,0.0
11185,0.999885057471,0.000114942528736,0.0
15675,0.891683629963,0.105527468204,0.00278890183263
6716,0.645312259318,0.340312046576,0.014375694106
17790,0.365092259757,0.634614681154,0.000293059088934
17791,0.551523286024,0.379064256844,0.0694124571317
6145,0.869168677182,0.130809766923,2.15558953675e-05
18237,0.206892963784,0.714225646355,0.0788813898613
10523,0.497026825544,0.454593664068,0.0483795103882
4356,0.279382724766,0.690032369655,0.0305849055792
7482,0.633411368507,0.366427956168,0.000160675324859
5856,0.52653729966,0.322839228814,0.150623471526
5011,0.391284445703,0.135121518087,0.47359403621
15872,0.98983856366,0.00992448881726,0.000236947522756
6609,0.614334258779,0.354261254088,0.0314044871333
995,0.934907809525,0.0510204836468,0.0140717068285
4680,0.94281501992,0.0567111313282,0.00047384875187
18327,0.644741115793,0.246473258775,0.108785625432
8484,0.311454762784,0.687220865558,0.00132437165827
16968,0.525234759197,0.404684296825,0.0700809439779
8305,0.980138877163,0.0198545482148,6.57462195924e-06
7012,0.904017867135,0.0959605769691,2.15558953675e-05
13465,0.351869130881,0.303271055195,0.344859813924
8375,0.943075837515,0.056797522886,0.000126639598661
15629,0.448485412801,0.532795031859,0.0187195553402
12296,0.988247359443,0.0117526405571,0.0
458,0.269984908806,0.121468191545,0.608546899649
18124,0.264549631759,0.225167390586,0.510282977655
4430,0.0953523937746,0.498573839984,0.406073766241
14443,0.503555356216,0.446557521586,0.049887122198
15275,0.878230377972,0.117638588918,0.00413103311009
4470,0.300639427442,0.0533541877252,0.646006384833
13831,0.896524194136,0.103475805864,0.0
7696,0.966227469145,0.0288257937844,0.00494673707017
15172,0.675817607908,0.231973215356,0.0922091767356
16647,0.864860867915,0.116885191834,0.0182539402504
14209,0.423938569833,0.510292300265,0.0657691299026
18121,0.807190502216,0.192437681138,0.000371816645953
12144,0.485864199994,0.513842740917,0.000293059088934
800,0.879368812284,0.120243185648,0.000388002067871
13200,0.390010461608,0.599352117943,0.0106374204489
5724,0.117796306118,0.168240542509,0.713963151373
15722,0.752535626781,0.204932792648,0.042531580571
6660,0.838715371952,0.161166869391,0.000117758656886
8394,0.499517634823,0.500216282431,0.00026608274633
5554,0.536877767101,0.225342341119,0.23777989178
10381,0.960044188041,0.0367753929511,0.00318041900824
15783,0.87910492908,0.120888496298,6.57462195924e-06
10907,0.554680516311,0.419596156123,0.0257233275654
11455,0.988637148049,0.0110879408189,0.000274911132179
5992,0.307851688451,0.244158474649,0.447989836901
16564,0.238721390522,0.159880169861,0.601398439617
7933,0.507410393431,0.450820425875,0.0417691806939
16008,0.979025634691,0.0206871613813,0.000287203927666
7265,0.362178557451,0.619491519014,0.0183299235349
11095,0.490507885549,0.509372191668,0.000119922782787
2181,0.159052274605,0.231642750436,0.609304974959
8845,0.863856835965,0.124994389788,0.0111487742463
13617,0.575535502971,0.42361849223,0.000846004798813
17228,0.918270065955,0.0726199528205,0.00910998122422
16321,0.970084437266,0.0296522053333,0.000263357400537
14851,0.977491188887,0.0166134640283,0.00589534708488
9613,0.971176080804,0.0288239191956,0.0
3121,0.924073711602,0.0716198885328,0.00430639986568
4840,0.998130610538,0.00170880483226,0.000160584629892
18216,0.100744689866,0.895737021764,0.00351828837008
17113,0.526446727397,0.466055377452,0.00749789515159
4775,0.933187527392,0.0533219197334,0.0134905528748
14105,0.827586131829,0.129508072533,0.042905795638
4993,0.539562284321,0.415889574909,0.04454814077
8901,0.812443175622,0.112680193365,0.0748766310137
15443,0.765310497084,0.227147461724,0.00754204119194
435,0.907609329941,0.0922602786838,0.00013039137519
4595,0.13729877917,0.831864191941,0.030837028889
14503,0.743063677601,0.256819849041,0.000116473357874
