id,predict_0,predict_1,predict_2
11066,0.993281602859,0.00653596641496,0.00018235630705
18000,0.310858905315,0.128781586885,0.560359537601
16964,0.997819781303,0.00211836071685,6.18254707661e-05
4795,0.965836882591,0.0324206016958,0.00174257205799
3392,0.425970882177,0.555620789528,0.0184082984924
3795,0.293168962002,0.706252574921,0.000578483624849
2881,0.915081083775,0.0847943946719,0.000124442929518
1903,0.0481951572001,0.0600757859647,0.89172911644
5245,0.974668800831,0.0241616293788,0.00116952939425
6726,0.95904558897,0.0403474532068,0.000606921501458
1311,0.945713460445,0.0541293136775,0.00015717165661
15795,0.405029535294,0.594826996326,0.000143429933814
4315,0.907570719719,0.0852782428265,0.00715102115646
3393,0.260864466429,0.0220537222922,0.717081785202
6764,0.846803665161,0.143106296659,0.0100900530815
13039,0.570922076702,0.428946524858,0.000131404070999
12331,0.703843533993,0.0414245203137,0.254731923342
14276,0.33434009552,0.6411485672,0.0245113298297
14638,0.984264731407,0.0156539082527,8.13313017716e-05
6573,0.995719611645,0.00425557233393,2.47773823503e-05
2222,0.379664391279,0.0256984978914,0.594637155533
8824,0.997881233692,0.00208230526187,3.64607039955e-05
6360,0.4826785326,0.510712862015,0.00660859793425
7553,0.34876909852,0.0616759769619,0.589554965496
13760,0.418813735247,0.499834835529,0.0813513919711
4284,0.801746368408,0.17748695612,0.0207666642964
1356,0.9301648736,0.0516201667488,0.018214982003
3410,0.96019244194,0.0394172854722,0.000390236527892
4830,0.235852733254,0.705241501331,0.0589058026671
8998,0.405503094196,0.588658332825,0.00583858462051
18052,0.997995615005,0.00194634485524,5.80192972848e-05
7539,0.973700940609,0.0262457095087,5.33218480996e-05
9529,0.967483043671,0.0317405052483,0.000776470056735
3656,0.964563369751,0.0349385999143,0.000498014152981
14238,0.765586316586,0.225568637252,0.00884502474219
2682,0.626305162907,0.373589783907,0.000105058956251
7312,0.566175699234,0.422482520342,0.0113418260589
12971,0.91678082943,0.0797207579017,0.00349842594005
10735,0.479230433702,0.520641505718,0.00012809909822
4050,0.855135023594,0.140519782901,0.0043451343663
5943,0.987360954285,0.0125681878999,7.07809231244e-05
6482,0.369083255529,0.630140900612,0.000775842985604
9746,0.46455553174,0.0664593726397,0.468985140324
13320,0.336856991053,0.0512591861188,0.611883819103
803,0.603024721146,0.390495359898,0.00647990545258
15437,0.954878985882,0.0402158051729,0.00490518985316
